TLID,FNODE,TNODE,LENGTH
62045463,1600,1670,388.42335
62045464,1600,1704,357.67677
62045465,1742,1760,61.25439
62045466,1742,1788,71.49733
62045467,1558,1600,482.71856
62045468,1822,1707,372.16257
62045469,2114,2045,161.53452
62045470,2240,2404,187.26512
62045473,2995,2404,891.19476
62045474,3000,2995,14.13161
62045476,2995,2153,1474.0701
62045477,3141,3010,311.58538
62045479,3131,3153,471.90168
62045480,3131,3413,444.80615
62045482,1868,1905,82.22556
62045483,1868,1924,123.85565
62045484,1905,1717,405.81657
62045485,1905,1994,233.74133
62045486,2036,2114,258.70525
62045487,3010,3000,16.8491
62045488,2036,2049,318.91669
62045489,3010,3131,220.83952
62045490,1994,1914,409.95439
62045491,1994,2036,224.57283
62045492,2049,1994,152.11703
62045493,2068,2049,42.19012
62045495,2153,2068,205.83683
62045496,1813,1825,49.98716
62045497,1846,1825,61.93226
62045498,1889,1846,107.97116
62045499,1898,1889,70.72395
62045500,1898,1846,90.07353
62045505,2161,2153,28.12697
62045506,2161,2101,151.84815
62045511,1670,1760,206.19774
62045512,1760,1788,60.21826
62045513,1788,1825,100.2048
62045514,1825,1841,85.62162
62045516,1841,1898,334.51387
62045520,2225,2372,692.06743
62045521,2225,2603,647.65965
62045522,2457,2616,282.11509
62045526,2582,2319,430.75142
62045529,2848,2925,510.65049
62045531,2741,2551,356.01571
62045532,2741,2782,89.94326
62045534,2782,2873,164.12263
62045535,2873,2956,188.25596
62045537,2486,2603,224.54938
62045538,2603,2805,416.14144
62045539,2873,2925,109.04861
62045542,3053,3093,107.25318
62045543,2872,3053,407.67275
62045544,3113,3053,165.87147
62045545,3163,3118,140.64294
62045546,3113,3163,122.7225
62045556,3962,3951,344.38558
62045557,3867,3793,265.61059
62045558,3924,3867,103.37015
62045559,3960,3924,35.58913
62045561,3951,3960,26.11912
62045562,3960,4103,288.16392
62045563,3163,3239,153.60324
62045566,3282,3272,34.40612
62045567,3288,3272,17.27056
62045568,5093,4912,580.58027
62045572,3288,3831,1122.48082
62045574,5093,5309,310.41341
62045577,5029,5140,121.61003
62045579,4867,4662,159.22122
62045582,5093,4867,199.20419
62045584,4912,4823,286.15675
62045588,4916,5377,564.17799
62045589,5103,4921,166.85866
62045590,5103,5088,175.23176
62045591,5175,5103,84.76329
62045593,4760,4921,988.39194
62045594,5190,5177,70.48861
62045595,5177,5318,168.21488
62045596,5177,5107,318.84908
62045604,5107,5093,269.0581
62045605,5309,5340,51.50556
62045606,5340,5418,254.81109
62045613,5418,5513,207.14538
62045615,5513,5519,27.86648
62045616,5513,6330,1138.36363
62045618,5736,5418,413.52677
62045620,5905,5736,192.82846
62045621,5954,5905,69.06549
62045622,5905,5949,219.41816
62045623,5954,6337,544.02442
62045624,5884,5475,1396.92992
62045626,5884,6043,250.22424
62045631,6043,6137,294.25134
62045632,6353,5954,516.4879
62045637,6832,7485,731.19231
62045638,1309,1296,109.8756
62045641,1308,1307,153.095
62045644,1315,1317,100.28654
62045645,1317,1339,306.96831
62045646,1373,1365,140.76536
62045647,1373,1409,166.91081
62045648,1365,1385,133.98016
62045649,1365,1357,224.0322
62045650,1409,1440,188.26519
62045652,1409,1425,258.16306
62045653,1440,1458,212.4712
62045654,1440,1460,377.29153
62045656,1403,1383,88.12669
62045657,1363,1381,139.68733
62045658,1363,1366,166.67983
62045664,1366,1443,403.43617
62045670,1474,1513,172.72452
62045671,1550,1513,239.14173
62045674,1443,1493,525.17926
62045676,1493,1545,272.08465
62045682,1545,1579,287.96968
62045684,1580,1582,2.84323
62045687,1745,1709,224.85268
62045689,1709,1693,39.14636
62045690,1709,1735,50.23254
62045691,1696,1648,195.90306
62045692,1696,1691,211.33522
62045693,1735,1696,99.43006
62045694,1691,1687,100.40243
62045696,1691,1699,69.26008
62045698,1687,1661,69.10683
62045699,1687,1660,141.09462
62045700,1687,1718,69.03369
62045702,1739,1699,69.65755
62045704,1748,1780,111.18329
62045705,1320,1304,385.22019
62045708,1304,1303,38.41253
62045710,1303,1325,170.13195
62045711,1301,1300,20.21991
62045713,1286,1300,218.63739
62045749,1655,1756,266.53698
62045752,1734,1744,67.9606
62045754,1817,1734,136.33713
62045755,1733,1741,17.81247
62045758,1744,1812,182.30597
62045759,1812,1733,259.73337
62045761,1467,1478,121.46317
62045765,2176,2178,11.85062
62045768,1756,1904,264.5153
62045776,13748,13726,710.71483
62045779,2197,2196,22.20319
62045782,2362,2390,312.18536
62045783,2372,2362,110.26183
62045784,2390,2462,318.4709
62045786,2390,2379,105.07634
62045787,2197,2379,208.22777
62045790,1709,1768,140.80925
62045792,1748,1726,40.15633
62045793,1699,1773,140.16233
62045794,1779,1739,76.88818
62045795,1789,1775,47.54525
62045796,1869,1789,147.08675
62045797,1775,1748,98.2313
62045801,2065,2009,92.01357
62045802,2067,2065,28.15708
62045807,2012,2007,34.40666
62045815,2187,2186,111.01543
62045821,2310,2285,61.25922
62045822,2318,2310,56.17585
62045823,2318,2260,68.25195
62045824,2370,2318,61.47966
62045827,2447,2370,115.55825
62045830,2447,2410,58.80773
62045831,2453,2447,59.5474
62045833,2372,2486,143.81231
62045834,2460,2486,71.38238
62045835,2379,2569,234.55824
62045836,2569,2524,233.7979
62045837,2569,2650,121.41415
62045838,2650,3287,964.30814
62045843,2453,2496,44.59669
62045847,2596,2841,438.48942
62045860,1831,1876,307.40614
62045866,1887,1848,228.7946
62045867,1887,1817,190.69349
62045868,1887,1923,133.54782
62045872,1876,2013,297.7675
62045873,1991,2048,115.71582
62045874,2025,2013,57.0165
62045875,2013,2063,81.19018
62045876,2063,2048,238.40355
62045877,2048,2146,396.95402
62045879,1904,2043,289.04673
62045883,2146,2063,152.13805
62045884,2146,2177,68.74076
62045885,2146,2148,86.89133
62045886,2177,2235,231.54884
62045887,2177,2220,60.99804
62045888,2220,2295,144.20412
62045889,2026,2124,205.98655
62045891,2124,2163,88.71676
62045893,2079,2043,74.26912
62045894,2235,2216,83.57272
62045895,2231,2205,42.43204
62045896,2231,2204,43.12304
62045900,2188,2163,53.0158
62045901,2204,2188,32.12778
62045904,2220,2253,51.33823
62045907,2295,2313,88.48135
62045908,2313,2259,47.75507
62045909,2313,2294,70.9679
62045911,2473,2461,385.64345
62045912,2264,2263,22.203
62045913,2263,2262,22.203
62045915,2263,2294,25.91973
62045917,2327,2287,53.91267
62045923,1756,1805,107.9689
62045928,1881,1872,46.2251
62045929,1881,1915,64.42638
62045932,2071,2022,77.77244
62045933,2077,2071,78.18924
62045934,2073,2137,169.89744
62045935,1971,1995,93.42045
62045936,1915,1992,166.70304
62045937,2179,2102,153.45052
62045943,2096,2011,141.23722
62045944,2073,2096,89.47619
62045945,2096,2133,72.22654
62045946,2120,2133,55.56758
62045947,2133,2191,130.78798
62045948,2162,2174,43.3432
62045950,2191,2258,114.44141
62045951,2077,2039,69.05267
62045952,2094,2077,61.26289
62045954,2129,2094,82.09879
62045955,2119,2129,150.57297
62045956,2087,2129,230.55818
62045957,2129,2154,70.34184
62045958,2154,2183,84.8266
62045960,2335,2210,158.60852
62045963,2335,2252,154.25966
62045969,2473,2521,56.54159
62045970,2521,2553,59.96608
62045974,2631,2682,84.40315
62045975,2643,2681,105.54393
62045977,2630,2602,61.95269
62045980,2643,2717,102.6909
62045984,2931,2864,115.35366
62045985,2716,2630,168.809
62045992,2941,2903,59.75901
62045993,2941,2931,67.16702
62045995,3147,3194,244.37474
62046000,2562,2557,226.10707
62046005,2840,2811,79.39363
62046006,2863,2947,210.8067
62046008,2840,2863,56.27163
62046013,2852,2892,82.16153
62046014,2624,2533,233.95066
62046015,2624,2691,82.16291
62046016,2642,2624,51.4189
62046018,2652,2642,14.06809
62046022,2641,2640,55.50729
62046023,2668,2711,61.62526
62046026,2882,2922,472.12457
62046027,2711,2721,37.52202
62046028,2721,2745,32.86678
62046029,2721,2785,125.12798
62046030,2785,2871,173.87688
62046031,2874,2868,34.40725
62046032,2871,2874,117.64471
62046033,2785,2810,71.47607
62046034,2871,2885,51.67569
62046035,2819,2885,136.53395
62046041,2952,2892,128.47009
62046042,2892,3084,387.77068
62046044,3214,3226,33.48819
62046045,3226,3258,49.38807
62046046,3205,3214,71.19489
62046047,3214,3251,53.01866
62046048,2954,2969,25.85048
62046049,3084,3186,280.91015
62046052,3157,3205,84.46022
62046054,3067,3186,502.10625
62046055,3186,3250,92.30376
62046056,2922,2998,419.1226
62046057,2922,2952,47.8073
62046058,2952,3067,364.01885
62046059,2885,2933,187.49222
62046062,2885,2920,75.9199
62046063,2998,2984,54.87689
62046064,2998,3014,54.54932
62046065,2969,3014,102.32982
62046067,3014,3067,154.75165
62046068,3067,3144,304.62778
62046069,3144,3208,238.57967
62046070,3144,3165,41.08328
62046073,1351,1386,808.2714
62046074,1362,1389,171.64507
62046075,1389,1390,325.98861
62046076,1269,1364,892.85423
62046077,1364,1367,124.46531
62046078,1364,1390,132.03204
62046079,1389,1457,584.8702
62046080,1457,1456,41.70115
62046081,1453,1457,158.8018
62046082,1390,1453,345.69566
62046083,1488,1509,115.61205
62046084,1321,1314,63.3625
62046089,1382,1386,38.54035
62046090,1382,1422,309.53988
62046096,1432,1439,254.22931
62046097,1432,1439,38.38369
62046099,1439,1471,201.05748
62046100,1453,1723,1282.20035
62046102,1595,1626,207.27673
62046103,1654,1692,481.19219
62046104,1692,1723,83.4937
62046105,1595,1631,143.80791
62046106,1554,1595,575.25687
62046107,1622,1631,51.42185
62046108,1631,1642,61.70501
62046109,1631,1654,172.37791
62046110,1654,1669,36.49127
62046112,1386,1509,695.54348
62046113,1509,1554,220.19385
62046124,1620,1673,433.0563
62046125,1673,1688,95.7698
62046127,1688,1719,206.63715
62046129,1688,1743,196.19055
62046140,1504,1421,614.45718
62046141,1522,1548,448.52607
62046143,1395,1438,274.47558
62046144,1376,1417,210.03984
62046145,1459,1470,174.40569
62046147,1417,1410,108.90159
62046148,1417,1464,274.26389
62046149,1427,1417,108.86701
62046150,1438,1427,168.46726
62046152,1471,1495,141.62995
62046153,1500,1481,90.34184
62046154,1495,1500,138.17275
62046156,1500,1494,100.28572
62046159,1539,1540,22.74165
62046161,1548,1540,201.41314
62046162,1540,1547,37.64479
62046166,1507,1522,169.64943
62046168,1528,1507,117.05925
62046169,1502,1507,420.1612
62046170,1504,1548,263.27675
62046174,1743,1761,42.21115
62046183,1438,1470,171.04033
62046184,1470,1469,78.88967
62046185,1469,1461,180.66234
62046186,1469,1503,179.12101
62046187,1503,1464,312.08913
62046196,1915,1971,100.72537
62046197,1762,1792,61.62745
62046198,1792,1893,194.32732
62046200,1723,1893,324.79888
62046201,1766,1763,11.03338
62046202,1971,2006,98.64023
62046203,2006,2030,52.59743
62046204,2074,2041,72.9401
62046205,2041,2074,205.96898
62046206,2074,2098,65.63854
62046208,2002,2351,623.40354
62046214,2093,2041,155.54693
62046215,2093,2117,54.55565
62046216,2093,2118,79.39669
62046221,2351,2456,147.76827
62046223,2293,2455,195.28368
62046224,2272,2296,59.96325
62046225,2364,2456,145.31856
62046226,2456,2550,130.96347
62046227,2311,2371,70.03187
62046228,2371,2340,136.58718
62046229,2371,2420,61.97399
62046230,2414,2420,100.15486
62046231,2455,2507,56.41216
62046239,2340,2320,25.93024
62046241,2340,2414,87.14408
62046242,2414,2419,56.17602
62046243,2356,2419,116.33451
62046246,2653,2634,56.70926
62046247,2695,2703,16.38172
62046249,2709,2760,112.8584
62046257,2711,2736,36.30612
62046258,2653,2687,35.47654
62046259,2687,2708,40.11736
62046260,2708,2779,97.60468
62046261,2708,2735,36.28472
62046262,2684,2735,83.43528
62046263,2735,2784,89.52198
62046265,2728,2739,23.85289
62046266,2784,2813,31.86938
62046267,2687,2780,157.28922
62046268,2819,2888,147.68787
62046269,2798,2849,67.86603
62046270,2849,2784,161.70955
62046271,2849,2867,95.84934
62046272,2867,2829,109.44269
62046275,2731,2750,47.66096
62046278,2815,2825,40.532
62046281,2760,2778,42.20682
62046282,2778,2771,181.84924
62046283,2778,2828,98.48284
62046285,2825,2833,23.48165
62046287,2833,2760,136.92505
62046288,2833,2879,160.02566
62046290,2608,2541,104.30967
62046291,2541,2550,56.86778
62046294,2507,2583,154.51479
62046295,2540,2583,69.06394
62046296,2583,2654,198.91479
62046297,2623,2658,43.46606
62046301,2690,2718,98.84744
62046303,2828,2800,41.08637
62046304,2828,2862,84.41414
62046305,2839,2818,41.08665
62046306,2839,2855,61.26433
62046307,2862,2839,36.30954
62046308,2862,2887,70.34532
62046309,2658,2690,190.40257
62046310,2788,2623,230.81404
62046311,2788,2783,60.39479
62046313,2710,2718,57.49764
62046314,2690,2767,120.81839
62046315,2974,2910,94.40789
62046317,2718,2860,206.10299
62046320,2899,2946,115.15577
62046321,2833,2899,102.10811
62046322,2899,2917,29.24896
62046323,2917,2905,121.77237
62046324,2917,3024,153.72316
62046326,3024,3032,20.54287
62046327,3032,3062,69.05867
62046328,3032,2976,197.98226
62046329,3062,3091,75.96053
62046331,3222,3232,56.17597
62046332,3208,3212,42.09792
62046333,3208,3232,28.20269
62046334,3143,3126,111.50502
62046335,3143,3164,85.05198
62046336,3164,3252,457.87654
62046337,3252,3164,226.764
62046338,3143,3197,92.61562
62046339,3062,3103,112.55115
62046340,3127,3115,77.0061
62046345,2976,2957,34.13535
62046346,2976,2940,61.96175
62046347,2976,3026,118.05869
62046350,2939,2870,146.72654
62046351,2939,2975,129.53679
62046352,2975,2919,103.79747
62046353,2975,2974,151.97916
62046356,2974,2878,407.66631
62046359,3066,3045,91.20113
62046361,3090,3087,111.35027
62046362,3090,3095,67.16698
62046364,3127,3090,70.02727
62046366,3134,3094,302.8889
62046368,3094,3066,102.8435
62046371,3259,3149,170.87999
62046372,3259,3150,170.72612
62046376,2607,2530,139.13768
62046378,2654,2607,74.93877
62046379,2654,2781,209.95493
62046381,2710,2822,157.07314
62046382,2878,2838,107.46345
62046383,2878,2929,118.25368
62046388,2878,2896,172.81628
62046392,2929,2951,90.47816
62046397,1761,1721,89.97192
62046404,2606,2599,16.08315
62046405,2595,2577,327.62248
62046408,2173,2157,41.10425
62046409,2173,2166,115.08661
62046410,2679,2632,67.0852
62046411,2269,2173,330.27266
62046418,2599,2595,18.41799
62046421,2506,2679,307.10423
62046423,2661,2606,76.51073
62046425,2689,2661,56.0456
62046429,2679,2814,215.38184
62046430,2512,2454,251.61955
62046431,2866,2814,122.38148
62046432,2827,2866,82.12931
62046433,2964,2866,183.0164
62046434,2744,2858,170.45996
62046436,2858,2936,247.32486
62046437,3130,3225,166.09822
62046438,3365,3130,421.1207
62046439,3074,3174,245.66725
62046440,3287,3295,111.35136
62046441,3295,3190,158.53249
62046442,3295,3374,187.61062
62046443,3470,3467,144.32082
62046444,3639,3616,79.38011
62046445,3564,3639,144.04371
62046446,3287,3470,242.15003
62046447,3167,3374,314.78192
62046449,3720,3717,63.14187
62046450,3639,3720,123.59879
62046453,3470,3714,387.49878
62046455,3788,3714,116.62789
62046456,3701,3649,203.25432
62046457,3898,3788,209.13249
62046459,4129,3898,358.61022
62046469,4129,4565,554.94494
62046471,4708,4674,320.51549
62046472,4674,4818,227.7165
62046474,4565,4674,589.62058
62046477,4113,4152,61.1382
62046478,4113,4147,237.09925
62046481,4294,4208,139.26771
62046482,4280,4294,28.13237
62046483,4373,4421,135.8615
62046484,4294,4373,74.52008
62046485,4373,4444,96.86504
62046486,4444,4408,128.80456
62046487,4691,4444,289.10362
62046488,4206,4280,75.7854
62046489,4279,4280,66.7812
62046490,4279,4218,64.41355
62046491,4344,4279,66.00054
62046492,4344,4350,56.17583
62046493,4344,4236,135.69987
62046494,4408,4344,95.66442
62046495,4408,4415,89.23146
62046496,4457,4408,60.46601
62046497,4190,4415,243.50114
62046499,4255,4269,47.6487
62046504,4444,4467,86.28428
62046505,4467,4563,97.57545
62046506,4467,4489,51.4141
62046508,4676,4754,59.07529
62046511,4691,4545,157.19483
62046512,4742,4691,36.29174
62046522,3194,3179,21.83427
62046526,3415,3739,538.20653
62046531,3615,3615,531.47674
62046532,3615,3615,547.54666
62046533,3507,3731,376.32226
62046534,3507,3615,328.03022
62046535,3615,3615,561.09282
62046536,3615,3715,280.25236
62046537,3615,3712,192.96368
62046538,3469,3415,177.7406
62046544,3649,3812,240.19314
62046558,3749,3821,182.31572
62046560,3927,3935,30.65332
62046561,3876,3927,79.97988
62046562,3927,3980,186.94167
62046566,3731,3840,788.03182
62046567,3712,3615,321.64103
62046568,3712,3715,132.94373
62046569,3715,3739,85.04899
62046570,3739,3840,242.98567
62046571,3250,3267,190.96912
62046572,3250,3274,25.92287
62046574,3274,3349,87.11972
62046575,3349,3333,123.75508
62046577,3349,3486,192.99569
62046578,3486,3496,128.81106
62046579,3496,3570,133.82572
62046580,3486,3608,203.8565
62046582,3333,3236,121.48348
62046583,3333,3340,79.05928
62046584,3340,3249,108.91128
62046585,3340,3404,183.67103
62046586,3488,3442,152.50531
62046588,3404,3414,120.87066
62046589,3165,3256,152.49855
62046590,3198,3292,185.38459
62046591,3369,3379,45.23887
62046593,3414,3379,53.02407
62046594,3362,3356,61.97139
62046595,3488,3465,248.83588
62046597,3516,3465,133.30244
62046598,3516,3555,139.71964
62046599,3607,3516,193.00639
62046600,3607,3626,206.3039
62046602,3555,3524,75.03947
62046603,3555,3590,107.45649
62046604,3590,3563,70.34177
62046605,3590,3621,68.19524
62046606,3621,3644,82.312
62046607,3577,3601,141.59487
62046608,3637,3556,291.52096
62046609,3556,3637,298.91196
62046610,3556,3662,385.92648
62046611,3662,3673,20.54031
62046612,3662,3652,228.88529
62046613,3673,3767,145.72789
62046614,3723,3673,214.42583
62046615,3767,3934,281.0063
62046619,3767,3842,160.76379
62046620,3652,3607,81.96607
62046621,3652,3647,90.6124
62046623,3647,3675,112.11217
62046624,3675,3713,101.85157
62046626,3730,3778,186.88499
62046627,3648,3621,165.49785
62046628,3577,3644,128.99373
62046629,3644,3672,79.39578
62046632,3713,3730,45.8827
62046653,4397,4385,47.649
62046654,4397,4423,95.2981
62046655,4242,4384,190.4216
62046657,4217,4242,28.19487
62046661,4384,4423,56.38963
